1;1;1;33236
1;1;2;33666
1;1;3;23728
1;1;4;3205
1;1;5;7953
1;1;6;24120
1;1;7;5012
1;1;8;15760
1;1;9;7308
1;1;10;4804
1;1;11;31679
1;1;12;2306
1;1;13;7740
1;1;14;4748
1;1;15;6289
1;1;16;4815
1;1;17;7357
1;1;18;7355
1;1;19;7359
1;1;20;24306
1;1;21;31483
1;1;22;1332
1;1;23;31156
1;1;24;30825
1;1;25;205
1;1;26;29839
1;1;27;18009
1;1;28;1255
1;1;29;5036
1;1;30;1268
1;1;31;30149
1;1;32;836
1;1;33;28007
1;1;34;1246
1;1;35;1247
1;1;36;1638
1;1;37;32079
1;1;38;8971
1;1;39;21094
1;1;40;2741
1;1;41;3295
1;1;42;1007
1;1;43;15674
1;1;44;23726
1;1;45;34650
1;1;46;34646
1;1;47;7477
1;1;48;26046
1;1;49;31469
1;1;50;31661
1;1;51;31658
1;1;52;31663
1;1;53;6587
1;1;54;4631
1;1;55;0
1;1;56;358
1;1;57;361
1;1;58;363
1;1;59;1854
1;1;60;2688
1;1;61;2836
1;1;62;3223
1;1;63;31020
1;1;64;4734
1;1;65;21335
1;1;66;7772
1;1;67;7774
1;1;68;33346
1;1;69;25188
1;1;70;34672
1;1;71;1594
1;1;72;2839
1;1;73;28495
1;1;74;4842
1;1;75;28899
1;1;76;2699
1;1;77;6498
1;1;78;4579
1;1;79;1726
1;1;80;15767
1;1;81;22184
1;1;82;114
1;1;83;406
1;1;84;1212
1;1;85;21343
1;1;86;2500
1;1;87;3219
1;1;88;4782
1;1;89;4825
1;1;90;5209
1;1;91;6771
1;1;92;7492
1;1;93;15074
1;1;94;16575
1;1;95;16908
1;1;96;16919
1;1;97;20215
1;1;98;22704
1;1;99;23596
1;1;100;24043
1;1;101;25213
1;1;102;26515
1;1;103;26836
1;1;104;27965
1;1;105;28516
1;1;106;28784
1;1;107;29032
1;1;108;30026
1;1;109;30730
1;1;110;32774
1;1;111;33686
1;1;112;24021
1;1;113;23810
1;1;114;5053
1;1;115;795
1;1;116;27327
1;1;117;2091
1;1;118;4845
1;1;119;5232
1;1;120;8418
1;1;121;33532
1;1;122;892
1;1;123;4851
1;1;124;4907
1;1;125;4852
1;1;126;5131
1;1;127;5542
1;1;128;6503
1;1;129;32823
1;1;130;26241
1;1;131;34458
1;1;132;6315
1;1;133;2184
1;1;134;2682
1;1;135;3292
1;1;136;4935
1;1;137;2627
1;1;138;0
2;1;1;8365
2;1;2;6340
2;1;3;7617
2;1;4;4774
2;1;5;603
2;1;6;3140
2;1;7;4746
2;1;8;5063
2;1;9;4767
2;1;10;19836
2;1;11;4950
2;1;12;21967
2;1;13;31267
2;1;14;28082
2;1;15;32809
2;1;16;4829
2;1;17;5205
2;1;18;4823
2;1;19;4949
2;1;20;4800
2;1;21;7309
2;1;22;18872
2;1;23;1585
2;1;24;2100
2;1;25;4235
2;1;26;4974
2;1;27;2680
2;1;28;20512
2;1;29;6168
2;1;30;34762
2;1;31;4814
2;1;32;34582
2;1;33;4926
2;1;34;32813
2;1;35;4878
2;1;36;5037
2;1;37;972
2;1;38;29175
2;1;39;1188
