1;1;1;33666
1;1;2;3205
1;1;3;26079
1;1;4;24120
1;1;5;3003
1;1;6;5012
1;1;7;7308
1;1;8;31679
1;1;9;2306
1;1;10;7740
1;1;11;1734
1;1;12;1805
1;1;13;30370
1;1;14;29266
1;1;15;7357
1;1;16;7359
1;1;17;7355
1;1;18;24306
1;1;19;8497
1;1;20;1268
1;1;21;29839
1;1;22;22771
1;1;23;28517
1;1;24;32245
1;1;25;205
1;1;26;1255
1;1;27;1267
1;1;28;5036
1;1;29;31156
1;1;30;26401
1;1;31;29885
1;1;32;28007
1;1;33;1246
1;1;34;1247
1;1;35;32079
1;1;36;21094
1;1;37;32109
1;1;38;2741
1;1;39;1007
1;1;40;572
1;1;41;15674
1;1;42;19375
1;1;43;23726
1;1;44;34650
1;1;45;34646
1;1;46;7315
1;1;47;26046
1;1;48;5682
1;1;49;8361
1;1;50;31658
1;1;51;4631
1;1;52;34762
1;1;53;0
1;1;54;31020
1;1;55;28495
1;1;56;2839
1;1;57;4842
1;1;58;1594
1;1;59;34672
1;1;60;28899
1;1;61;2699
1;1;62;6498
1;1;63;4579
1;1;64;1726
1;1;65;15767
1;1;66;22184
1;1;67;1212
1;1;68;7492
1;1;69;6771
1;1;70;114
1;1;71;406
1;1;72;4782
1;1;73;30026
1;1;74;16919
1;1;75;26836
1;1;76;16908
1;1;77;27965
1;1;78;15074
1;1;79;2500
1;1;80;20215
1;1;81;22704
1;1;82;33686
1;1;83;24043
1;1;84;25213
1;1;85;30730
1;1;86;26515
1;1;87;16575
1;1;88;29032
1;1;89;28516
1;1;90;32774
1;1;91;23596
1;1;92;5209
1;1;93;3219
1;1;94;4825
1;1;95;21343
1;1;96;28784
1;1;97;0
2;1;1;33236
2;1;2;361
2;1;3;2688
2;1;4;23728
2;1;5;1374
2;1;6;8365
2;1;7;23810
2;1;8;6168
2;1;9;5053
2;1;10;5232
2;1;11;892
2;1;12;4907
2;1;13;4852
2;1;14;6503
2;1;15;31663
2;1;16;31661
2;1;17;26241
2;1;18;2627
2;1;19;34458
2;1;20;6315
2;1;21;4935
2;1;22;2682
2;1;23;3292
2;1;24;2184
2;1;25;1903
2;1;26;2680
2;1;27;20512
2;1;28;18872
2;1;29;2100
2;1;30;1585
2;1;31;4235
2;1;32;7309
2;1;33;8418
2;1;34;6587
2;1;35;32809
2;1;36;28082
2;1;37;5063
2;1;38;4767
2;1;39;603
2;1;40;4746
2;1;41;4950
2;1;42;31267
2;1;43;19836
2;1;44;3140
2;1;45;21967
2;1;46;4774
2;1;47;4949
2;1;48;4823
2;1;49;5205
2;1;50;4829
2;1;51;7617
2;1;52;6340
2;1;53;32813
2;1;54;4926
2;1;55;34582
2;1;56;4814
2;1;57;5037
2;1;58;4234
2;1;59;27700
2;1;60;7747
2;1;61;31151
2;1;62;16132
2;1;63;1040
2;1;64;25745
2;1;65;1602
2;1;66;31183
2;1;67;936
2;1;68;34814
2;1;69;22751
2;1;70;29342
2;1;71;4201
2;1;72;6828
2;1;73;2456
2;1;74;27365
2;1;75;8131
2;1;76;1221
2;1;77;30165
2;1;78;32895
2;1;79;1012
2;1;80;5970
2;1;81;7137
2;1;82;23037
2;1;83;31441
2;1;84;7979
2;1;85;8269
2;1;86;25341
2;1;87;8033
2;1;88;8233
2;1;89;7646
2;1;90;22483
2;1;91;0
2;1;92;28825
2;1;93;32889
2;1;94;4910
2;1;95;2949
2;1;96;4987
2;1;97;31461
2;1;98;5202
2;1;99;17201
2;1;100;29921
2;1;101;4992
2;1;102;5128
2;1;103;5929
